id_achat,id_client,date_achat,montant,produit
1,1,2025-05-06 17:51:13,387.02,Mouse
2,1,2025-09-04 03:34:01,256.42,Mouse
3,1,2025-06-10 19:59:06,483.47,Headphones
4,1,2025-01-22 14:50:13,402.62,Tablet
5,1,2025-05-17 04:07:53,437.77,Laptop
6,1,2025-03-15 10:22:49,324.18,Keyboard
7,1,2025-11-27 18:52:43,281.72,Phone
8,1,2025-08-20 19:10:58,358.59,Speaker
9,1,2025-10-26 17:47:15,427.07,Monitor
10,1,2025-08-01 19:33:21,51.1,Tablet
11,1,2025-09-15 01:41:32,143.67,Speaker
12,1,2025-04-02 14:56:57,82.2,Mouse
13,1,2025-11-15 08:36:06,54.94,Headphones
14,1,2025-12-23 06:10:06,410.18,Keyboard
15,1,2025-12-11 12:51:30,465.93,Mouse
16,2,2025-10-07 10:36:29,204.26,Keyboard
17,2,2025-08-18 01:18:15,125.53,Phone
18,3,2025-03-29 10:20:52,120.02,Keyboard
19,3,2025-03-14 15:00:40,466.1,Keyboard
20,3,2025-05-12 02:20:39,397.78,Tablet
21,3,2025-02-25 07:53:53,28.77,Webcam
22,3,2025-08-02 04:49:19,351.08,Tablet
23,3,2025-12-30 05:49:07,381.83,Webcam
24,3,2025-02-02 21:38:58,229.81,Laptop
25,3,2025-03-06 23:23:57,453.87,Laptop
26,3,2025-05-26 17:04:36,135.4,Tablet
27,3,2025-02-13 18:49:22,278.91,Charger
28,3,2025-12-03 06:06:57,268.61,Phone
29,3,2025-12-24 09:24:10,390.32,Headphones
30,4,2025-09-16 17:35:17,69.71,Headphones
31,4,2025-04-03 02:56:58,215.71,Charger
32,4,2025-03-20 02:27:21,233.99,Phone
33,4,2026-01-16 05:14:12,419.98,Webcam
34,4,2025-04-14 12:56:23,302.4,Laptop
35,4,2025-12-21 06:10:42,319.66,Charger
36,4,2025-10-28 09:47:24,128.55,Tablet
37,4,2025-01-29 11:09:42,152.72,Laptop
38,4,2025-12-05 20:09:01,311.26,Headphones
39,4,2025-12-30 04:52:18,289.63,Tablet
40,5,2025-03-05 10:29:22,337.43,Speaker
41,5,2025-12-31 12:38:41,487.58,Phone
42,5,2025-01-28 18:45:29,477.17,Speaker
43,5,2025-12-02 03:37:55,258.59,Speaker
44,5,2025-11-27 06:43:58,281.53,Mouse
45,5,2025-04-05 15:14:38,437.93,Laptop
46,5,2025-02-06 11:09:43,321.48,Keyboard
47,5,2025-06-28 13:42:55,134.29,Laptop
48,5,2025-04-02 00:06:41,184.98,Phone
49,5,2025-10-27 21:51:45,178.95,Phone
50,5,2025-08-22 22:20:51,388.04,Keyboard
51,5,2025-03-05 23:58:22,75.37,Keyboard
52,5,2026-01-08 06:37:13,277.55,Tablet
53,5,2025-07-23 10:45:58,416.89,Webcam
54,5,2025-08-18 13:59:02,490.6,Webcam
55,5,2025-07-27 00:33:05,319.55,Tablet
56,5,2025-03-19 22:54:00,40.92,Webcam
57,5,2025-04-06 00:28:25,28.12,Headphones
58,5,2025-12-28 20:32:23,31.47,Headphones
59,5,2025-10-16 20:04:08,444.04,Keyboard
60,5,2025-05-30 07:32:40,467.35,Speaker
61,5,2026-01-17 19:22:38,205.13,Speaker
62,6,2025-06-20 00:33:54,134.12,Headphones
63,6,2025-04-06 06:30:48,150.19,Laptop
64,6,2025-02-21 15:22:26,434.24,Keyboard
65,6,2025-07-23 12:34:41,143.88,Keyboard
66,6,2025-07-12 23:08:26,224.11,Mouse
67,6,2025-07-24 04:33:57,374.22,Mouse
68,6,2025-12-30 09:20:28,176.13,Tablet
69,6,2025-01-25 09:28:45,253.14,Webcam
70,6,2025-06-07 05:06:00,190.0,Speaker
71,6,2025-06-21 19:22:01,140.69,Phone
72,6,2026-01-05 11:23:14,366.27,Phone
73,6,2025-02-25 00:37:24,221.0,Tablet
74,6,2025-05-31 01:04:58,277.28,Keyboard
75,6,2025-05-12 15:29:05,60.27,Keyboard
76,6,2025-02-12 08:07:19,333.85,Monitor
77,6,2025-12-30 18:29:04,228.5,Mouse
78,7,2025-09-14 11:34:51,347.98,Keyboard
79,7,2025-04-13 05:13:42,229.09,Keyboard
80,7,2025-10-02 10:40:44,311.28,Mouse
81,7,2025-09-13 21:50:05,144.53,Laptop
82,7,2025-11-11 05:07:44,46.77,Mouse
83,7,2025-12-05 05:17:43,188.02,Tablet
84,8,2025-01-25 06:53:28,79.96,Charger
85,9,2026-01-06 10:44:20,392.84,Laptop
86,9,2025-10-12 19:35:45,71.85,Headphones
87,9,2025-12-13 00:39:58,391.47,Keyboard
88,9,2025-02-05 01:28:54,187.45,Charger
89,9,2025-11-24 19:23:55,25.87,Tablet
90,9,2025-03-25 05:42:16,342.74,Keyboard
91,9,2025-01-22 21:17:05,192.29,Phone
92,9,2025-07-27 19:10:26,291.22,Speaker
93,9,2025-03-11 16:22:31,189.81,Keyboard
94,9,2025-07-09 23:36:15,328.28,Headphones
95,9,2025-02-02 17:36:16,480.65,Laptop
96,9,2025-08-25 02:47:46,370.48,Webcam
97,9,2025-04-06 02:07:02,263.7,Speaker
98,9,2025-10-16 13:07:26,67.7,Monitor
99,9,2025-05-06 11:27:57,354.98,Headphones
100,9,2025-09-01 21:49:37,498.22,Monitor
101,9,2025-11-15 23:43:16,350.05,Webcam
102,9,2025-06-21 12:34:47,108.09,Tablet
103,9,2025-03-24 05:52:09,427.88,Webcam
104,9,2025-07-27 18:58:41,94.6,Webcam
105,9,2025-03-15 18:08:17,498.66,Keyboard
106,9,2025-11-10 22:32:35,337.24,Phone
107,10,2025-09-20 13:34:30,275.66,Monitor
108,10,2025-06-01 18:02:26,427.17,Tablet
109,10,2025-12-23 02:38:46,398.91,Speaker
110,10,2025-11-02 14:16:56,119.88,Headphones
111,10,2025-01-30 10:40:15,398.11,Headphones
112,10,2025-04-03 23:45:30,397.28,Laptop
113,10,2025-06-15 20:03:23,186.84,Charger
114,10,2025-06-04 17:08:16,190.77,Speaker
115,10,2025-11-22 14:55:40,73.59,Phone
116,10,2025-09-03 12:00:28,42.22,Mouse
117,10,2025-01-29 21:30:49,499.8,Webcam
118,10,2025-01-28 22:18:57,267.59,Mouse
119,10,2025-01-29 21:40:39,413.44,Phone
120,10,2025-07-10 05:38:43,71.41,Keyboard
121,10,2025-10-14 18:12:51,324.75,Webcam
122,10,2025-03-13 04:28:13,238.26,Speaker
123,10,2025-06-17 07:05:48,178.81,Speaker
124,10,2025-08-04 09:50:43,323.5,Tablet
125,11,2025-10-24 19:33:54,483.47,Mouse
126,11,2025-10-10 05:20:38,256.4,Laptop
127,11,2025-03-22 10:58:09,417.38,Speaker
128,11,2025-02-25 01:03:16,84.98,Tablet
129,11,2025-05-26 18:21:45,89.36,Headphones
130,11,2025-04-10 18:53:39,179.55,Speaker
131,11,2025-06-21 18:13:08,448.51,Phone
132,11,2025-02-12 17:03:30,132.8,Speaker
133,11,2026-01-08 02:07:23,144.48,Monitor
134,11,2025-07-08 00:28:51,311.07,Phone
135,11,2025-06-20 00:07:05,256.26,Tablet
136,11,2025-12-13 07:46:52,299.99,Charger
137,11,2025-06-29 06:05:15,85.56,Charger
138,11,2025-11-28 06:37:34,363.11,Charger
139,11,2025-11-10 22:36:32,175.43,Charger
140,11,2025-01-19 18:21:59,30.19,Laptop
141,11,2025-07-12 07:56:16,49.8,Charger
142,11,2025-12-13 20:05:39,139.68,Headphones
143,11,2025-04-23 06:09:10,385.81,Mouse
144,11,2025-05-17 08:26:33,312.87,Laptop
145,11,2025-08-04 14:19:23,254.04,Speaker
146,11,2026-01-03 18:32:09,151.94,Monitor
147,11,2025-09-20 11:30:31,246.64,Mouse
148,11,2025-02-23 16:29:38,155.74,Phone
149,11,2025-07-18 08:59:16,347.42,Tablet
150,12,2025-11-18 20:23:15,213.65,Webcam
151,12,2025-08-16 00:06:11,109.97,Charger
152,12,2025-03-06 10:20:30,80.4,Keyboard
153,12,2025-07-26 09:06:54,369.76,Keyboard
154,12,2025-11-09 11:45:53,487.93,Tablet
155,12,2025-03-12 13:10:54,382.73,Speaker
156,12,2025-09-17 02:43:26,285.21,Keyboard
157,12,2025-10-17 18:20:51,128.45,Phone
158,12,2025-10-08 07:18:47,141.06,Headphones
159,12,2025-05-02 12:59:27,79.03,Laptop
160,12,2025-08-31 23:34:20,152.2,Mouse
161,12,2025-04-20 16:06:26,433.44,Mouse
162,12,2025-04-20 23:55:13,131.65,Tablet
163,12,2025-10-12 23:06:36,408.6,Charger
164,12,2025-05-09 09:45:08,363.35,Headphones
165,13,2025-10-05 19:40:43,88.08,Speaker
166,13,2025-07-07 04:28:18,238.74,Monitor
167,13,2025-08-23 03:19:06,253.71,Phone
168,13,2025-07-27 04:07:37,473.16,Speaker
169,13,2026-01-14 23:47:49,234.04,Headphones
170,13,2025-04-26 20:33:49,115.42,Keyboard
171,13,2025-12-13 19:56:47,33.84,Monitor
172,13,2025-05-19 04:50:04,252.5,Webcam
173,13,2025-06-05 07:02:10,150.02,Laptop
174,13,2025-03-13 12:10:51,425.11,Mouse
175,13,2025-10-15 06:59:58,75.63,Monitor
176,13,2025-11-26 00:36:04,366.48,Mouse
177,13,2025-10-19 11:57:49,189.31,Mouse
178,13,2025-11-07 10:02:32,35.07,Speaker
179,13,2025-09-07 03:18:56,105.38,Speaker
180,13,2025-11-05 09:11:30,151.41,Mouse
181,13,2026-01-12 00:43:59,257.09,Speaker
182,13,2025-01-24 17:30:12,147.06,Charger
183,13,2025-09-08 03:24:34,343.4,Phone
184,13,2025-11-20 09:57:57,73.05,Phone
185,13,2025-04-16 07:25:47,203.01,Keyboard
186,13,2025-06-13 07:41:38,283.34,Keyboard
187,13,2025-01-23 18:38:47,379.93,Headphones
188,13,2025-07-13 23:38:45,305.21,Mouse
189,13,2025-11-28 13:19:32,255.04,Laptop
190,14,2025-03-29 00:43:11,77.15,Keyboard
191,14,2025-12-02 21:05:28,403.94,Speaker
192,15,2026-01-08 20:04:32,82.98,Speaker
193,15,2025-06-16 13:35:56,78.49,Charger
194,15,2026-01-16 20:05:10,166.08,Mouse
195,15,2025-07-03 22:01:15,495.4,Monitor
196,15,2025-04-25 10:12:49,300.93,Speaker
197,15,2025-06-29 01:14:41,415.86,Speaker
198,15,2025-10-18 09:53:54,250.02,Charger
199,15,2025-09-15 17:52:44,156.9,Laptop
200,15,2025-07-26 06:59:07,190.5,Phone
201,15,2025-05-22 15:14:02,490.15,Charger
202,15,2026-01-18 07:00:42,160.76,Laptop
203,15,2025-03-28 12:12:10,302.49,Monitor
204,15,2025-05-23 23:03:21,483.86,Charger
205,15,2025-12-03 18:30:42,293.04,Laptop
206,15,2025-10-28 06:49:59,295.93,Tablet
207,16,2025-07-05 01:22:23,318.22,Charger
208,16,2025-02-23 17:24:53,389.56,Mouse
209,16,2025-11-28 00:28:58,82.41,Headphones
210,16,2025-10-25 02:17:03,25.47,Phone
211,16,2025-04-25 10:43:40,103.48,Webcam
212,16,2025-10-31 21:57:51,163.71,Tablet
213,16,2025-06-24 04:18:43,212.35,Headphones
214,16,2025-01-28 18:40:17,211.08,Charger
215,16,2025-08-05 19:31:03,461.06,Laptop
216,16,2025-02-23 00:35:47,355.83,Speaker
217,16,2026-01-10 09:48:53,111.6,Keyboard
218,16,2025-11-18 11:31:40,499.08,Webcam
219,16,2025-03-04 09:40:40,267.48,Keyboard
220,16,2025-10-06 15:15:22,478.78,Webcam
221,16,2025-03-06 14:25:35,456.94,Keyboard
222,16,2025-05-26 09:14:00,277.67,Monitor
223,16,2025-07-03 16:30:46,308.94,Headphones
224,17,2025-08-09 10:56:24,146.71,Monitor
225,17,2025-12-28 10:29:27,120.18,Monitor
226,17,2026-01-07 04:46:03,387.88,Headphones
227,17,2026-01-09 03:57:35,348.22,Webcam
228,17,2025-03-27 03:43:45,165.35,Keyboard
229,17,2025-11-14 19:28:41,284.64,Monitor
230,17,2025-12-08 18:06:49,151.02,Charger
231,17,2025-07-24 23:34:10,341.54,Mouse
232,18,2025-03-12 05:24:38,490.28,Keyboard
233,18,2025-09-24 21:52:35,477.76,Tablet
234,18,2025-10-29 17:01:42,152.32,Monitor
235,18,2025-04-02 00:27:23,478.1,Phone
236,18,2025-10-18 06:42:15,179.72,Webcam
237,18,2025-07-30 08:04:45,331.43,Webcam
238,18,2025-10-31 04:17:57,114.85,Speaker
239,18,2025-08-12 22:54:00,142.86,Speaker
240,18,2025-08-01 03:45:50,351.12,Tablet
241,18,2025-02-05 15:43:23,63.52,Charger
242,18,2025-08-02 02:29:37,127.25,Laptop
243,18,2025-08-04 09:41:24,338.22,Speaker
244,18,2025-09-29 16:48:39,120.58,Headphones
245,18,2026-01-18 11:17:48,35.72,Mouse
246,18,2025-03-21 08:48:19,171.84,Webcam
247,18,2025-03-18 10:41:35,59.27,Tablet
248,18,2025-09-24 20:19:18,12.54,Speaker
249,18,2025-09-08 05:49:59,489.18,Tablet
250,18,2025-11-29 00:21:59,209.38,Webcam
251,18,2025-04-12 02:03:38,243.95,Headphones
252,18,2025-12-25 04:31:44,380.4,Monitor
253,18,2025-10-07 20:57:28,167.37,Laptop
254,18,2025-08-04 21:38:30,454.89,Phone
255,18,2026-01-03 02:59:16,329.63,Headphones
256,18,2025-06-23 06:25:22,272.22,Laptop
257,18,2025-04-03 07:16:58,457.48,Tablet
258,18,2025-02-06 08:30:56,214.76,Tablet
259,18,2026-01-08 05:46:02,467.62,Laptop
260,18,2025-06-14 19:41:27,498.61,Mouse
261,19,2025-06-10 18:27:04,252.74,Monitor
262,19,2025-07-28 22:33:44,439.6,Laptop
263,19,2025-06-22 06:19:07,156.21,Charger
264,19,2025-07-12 10:35:11,62.58,Keyboard
265,19,2025-05-17 00:04:31,149.44,Speaker
266,19,2025-10-09 20:48:08,266.92,Tablet
267,19,2025-05-08 23:59:07,427.02,Webcam
268,19,2025-02-15 19:54:37,143.69,Phone
269,19,2025-10-05 01:06:45,172.04,Webcam
270,19,2025-09-20 08:46:39,327.66,Tablet
271,19,2025-04-05 16:44:13,16.9,Keyboard
272,19,2025-10-14 05:09:32,397.48,Charger
273,19,2025-08-24 07:21:10,340.46,Headphones
274,19,2025-02-12 21:20:33,95.99,Mouse
275,19,2025-10-22 03:19:49,415.23,Speaker
276,19,2025-03-11 17:06:05,170.68,Mouse
277,19,2025-07-14 01:00:37,337.94,Tablet
278,19,2025-03-18 23:51:39,491.03,Webcam
279,19,2026-01-09 07:35:50,168.56,Headphones
280,19,2026-01-10 21:47:29,13.35,Mouse
281,19,2026-01-11 14:21:41,125.41,Monitor
282,19,2025-06-11 07:17:32,477.48,Monitor
283,19,2025-03-18 16:45:56,295.41,Charger
284,19,2025-06-21 10:33:58,15.6,Keyboard
285,19,2025-08-23 08:51:09,349.46,Laptop
286,19,2025-04-20 05:32:49,337.22,Webcam
287,20,2025-05-27 09:36:47,88.26,Speaker
288,20,2025-04-12 02:28:38,462.32,Monitor
289,20,2025-12-31 21:43:25,348.24,Monitor
290,20,2025-03-11 18:18:08,190.1,Headphones
291,20,2025-06-15 00:39:50,117.37,Tablet
292,20,2025-10-11 11:37:14,244.31,Webcam
293,20,2025-08-21 08:47:21,376.39,Charger
294,20,2025-09-21 21:32:40,193.08,Speaker
295,20,2025-04-04 15:07:31,457.27,Speaker
296,20,2025-03-12 11:32:34,402.98,Headphones
297,21,2025-04-30 01:09:53,131.26,Charger
298,21,2025-05-19 00:40:38,437.84,Phone
299,21,2025-09-08 22:01:58,267.5,Speaker
300,21,2025-07-28 12:40:43,354.85,Phone
301,21,2025-07-29 20:23:44,459.45,Phone
302,21,2025-10-28 03:46:09,40.26,Speaker
303,21,2025-08-25 22:26:10,452.42,Headphones
304,21,2025-04-14 05:57:07,290.62,Tablet
305,21,2025-06-28 11:18:27,90.62,Speaker
306,21,2025-11-15 14:52:14,226.5,Headphones
307,21,2025-08-05 01:28:40,361.29,Webcam
308,21,2025-08-30 03:57:27,54.56,Speaker
309,21,2025-03-16 14:15:07,228.29,Laptop
310,21,2025-12-06 18:49:56,232.18,Speaker
311,21,2025-10-21 19:16:38,213.56,Charger
312,21,2025-10-09 07:18:17,38.29,Webcam
313,21,2025-12-04 23:06:28,339.66,Monitor
314,21,2026-01-01 01:33:32,364.41,Mouse
315,21,2025-02-03 10:57:23,134.68,Laptop
316,21,2025-11-21 08:43:38,375.44,Charger
317,21,2025-04-22 17:48:28,45.78,Mouse
318,21,2025-09-05 07:40:27,178.82,Phone
319,21,2025-06-23 23:01:17,275.17,Laptop
320,21,2025-03-21 23:43:10,467.95,Phone
321,21,2025-10-05 13:32:54,493.21,Webcam
322,22,2025-12-01 09:52:43,150.67,Tablet
323,22,2025-07-16 08:49:44,386.8,Mouse
324,23,2025-05-05 18:08:30,496.5,Mouse
325,23,2025-07-29 08:07:02,229.78,Mouse
326,23,2025-02-20 19:56:38,194.07,Speaker
327,23,2025-10-13 14:15:23,75.17,Keyboard
328,23,2026-01-04 19:19:07,68.13,Speaker
329,23,2025-12-01 06:11:24,202.6,Tablet
330,23,2025-04-17 13:46:05,366.65,Headphones
331,23,2025-11-25 17:44:31,419.06,Laptop
332,23,2025-07-19 00:08:36,489.46,Webcam
333,23,2025-10-02 14:03:09,340.01,Speaker
334,23,2025-06-26 08:32:46,217.82,Mouse
335,23,2025-02-09 04:19:15,413.45,Headphones
336,24,2025-02-26 21:30:36,179.62,Monitor
337,24,2025-10-27 12:46:06,102.36,Phone
338,24,2025-11-22 22:48:43,25.79,Mouse
339,24,2025-10-13 20:14:32,311.31,Laptop
340,24,2025-12-15 17:29:30,127.93,Phone
341,24,2025-09-10 04:46:12,59.44,Laptop
342,24,2025-05-19 12:35:34,228.76,Laptop
343,24,2025-09-19 22:46:35,129.92,Laptop
344,24,2025-04-21 04:59:12,207.11,Headphones
345,24,2025-05-29 16:23:52,274.48,Laptop
346,24,2025-01-24 05:16:39,78.67,Monitor
347,24,2025-10-06 18:45:45,124.74,Charger
348,24,2025-07-15 17:27:07,166.26,Charger
349,24,2025-08-21 07:30:49,388.54,Keyboard
350,24,2025-04-10 07:24:18,126.08,Tablet
351,25,2025-06-26 19:50:39,265.41,Mouse
352,25,2025-04-26 12:03:05,157.25,Laptop
353,25,2026-01-18 12:24:54,282.79,Charger
354,25,2025-11-17 02:05:23,441.06,Tablet
355,25,2025-07-16 13:42:56,316.74,Mouse
